taxon_id	Domain	Status	Study	Genome_Name	Sequencing_Center	IMG_ID	Phylum	Class	Order	Family	Genus	Species	taxid	Strain	Genome_Size	Gene_Count	score2
t650377987	Bacteria	Finished	Yersinia pestis Medievalis Harbin 35	Yersinia pestis bv. Medievalis Harbin 35	Los Alamos National Laboratory	650377987	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	547048	Harbin 35	4709501	4548	NA
t2512875024	Bacteria	Permanent Draft	GEBA - Root Nodulating Bacteria	Mesorhizobium loti R88b	DOE Joint Genome Institute (JGI)	2512875024	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium loti	935548	R88b	7195110	7016	NA
t2509601019	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Desulfomonile tiedjei DCB-1, DSM 6799	DOE Joint Genome Institute (JGI)	2509601019	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	Desulfomonile tiedjei	706587	DCB-1, DSM 6799	6527027	5664	NA
t643886091	Bacteria	Permanent Draft	Bacillus thuringiensis genome project - Naval Medical Research Center	Bacillus thuringiensis sv. thuringiensis T01001	Naval Medical Research Center	643886091	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	527025	T01001	6298523	6414	NA
t650716071	Bacteria	Finished	Parachlamydia acanthamoebae UV7	Parachlamydia acanthamoebae UV7	J. Craig Venter Institute (JCVI)	650716071	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae	765952	UV7	3072383	2841	NA
t2511231177	Bacteria	Finished	Arcobacter sp. L	Arcobacter sp. L	RIKEN	2511231177	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter sp. L	944547	L	2947662	2919	NA
t2512047078	Bacteria	Permanent Draft	Vibrio nigripulchritudo ATCC 27043	Vibrio nigripulchritudo ATCC 27043	U.S. Food and Drug Administration	2512047078	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio nigripulchritudo	1051649	ATCC 27043	6113582	5855	NA
t645058804	Bacteria	Permanent Draft	Vibrio cholerae bv albensis VL426	Vibrio cholerae bv. albensis VL426	Los Alamos National Laboratory	645058804	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio albensis	593585	VL426	3987383	3582	NA
t646564516	Bacteria	Finished	Candidatus Puniceispirillum marinum IMCC1322	Candidatus Puniceispirillum marinum IMCC1322	Macrogen	646564516	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	Candidatus Puniceispirillum	Candidatus Puniceispirillum marinum	488538	IMCC1322	2753527	2582	NA
t645058700	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium acidifaciens F0233	J. Craig Venter Institute (JCVI)	645058700	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium acidifaciens	553198	F0233	2064725	1997	NA
t651285003	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lactobacillus crispatus CTV-05	Broad Institute	651285003	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	440496	CTV-05	2364583	2299	NA
t651053059	Bacteria	Finished	Propionibacterium sequencing project -BAYGEN, Hungary	Propionibacterium acnes 6609	BAYGEN	651053059	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	1031709	6609	2560282	2402	NA
t637000248	Bacteria	Finished	Rubrobacter xylanophilus DSM 9941	Rubrobacter xylanophilus DSM 9941	DOE Joint Genome Institute (JGI)	637000248	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus	266117	DSM 9941	3225748	3283	NA
t638341040	Bacteria	Permanent Draft	Burkholderia Pathogen - TIGR	Burkholderia pseudomallei Pasteur	J. Craig Venter Institute (JCVI)	638341040	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	331978	Pasteur	7347086	5652	NA
t641736255	Bacteria	Permanent Draft	Paenibacillus larvae larvae BRL-230010	Paenibacillus larvae larvae BRL-230010	Baylor College of Medicine	641736255	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus larvae	392917	BRL-230010	4016553	5021	NA
t646311956	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Streptobacillus moniliformis 9901, DSM 12112	DOE Joint Genome Institute (JGI)	646311956	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus moniliformis	519441	9901, DSM 12112	1673280	1568	NA
t643886096	Bacteria	Permanent Draft	Bacillus thuringiensis genome project - Naval Medical Research Center	Bacillus thuringiensis sv. huazhongensis BGSC 4BD1	Naval Medical Research Center	643886096	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	527030	BGSC 4BD1	6203396	6117	NA
t640753028	Bacteria	Finished	WFO-LANL Proposal	Francisella tularensis holarctica FTA (FTNF002-00)	BioHealthBase, Los Alamos National Laboratory, DOE Joint Genome Institute (JGI)	640753028	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	458234	FTA (FTNF002-00)	1890909	2131	NA
t647000262	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Klebsiella pneumoniae rhinoscleromatis ATCC 13884	Baylor College of Medicine	647000262	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	667127	ATCC 13884	5280675	5771	NA
t640427151	Bacteria	Finished	Vibrio cholerae O395	Vibrio cholerae sv. O1 O395	J. Craig Venter Institute (JCVI)	640427151	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	345073	O395	4132319	4031	NA
t643348555	Bacteria	Finished	DOEM_782020	Gluconacetobacter diazotrophicus PA1 5	DOE Joint Genome Institute (JGI)	643348555	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus	272568	PA1 5	3914947	3633	NA
t2512564054	Bacteria	Finished	Complete genome sequence of 23 Rickettsia strains	Rickettsia prowazekii Katsinyian	Los Alamos National Laboratory	2512564054	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia prowazekii	1105095	Katsinyian	1111454	880	NA
t651324034	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Gemella haemolysans M341	Broad Institute	651324034	Firmicutes	Bacilli	Bacillales	unclassified	Gemella	Gemella haemolysans	562981	M341	2034879	1982	NA
t2509276018	Bacteria	Permanent Draft	GEBA - Root Nodulating Bacteria	Mesorhizobium ciceri CMG6	DOE Joint Genome Institute (JGI)	2509276018	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium ciceri	1040980	CMG6	6910194	6718	NA
t637000230	Bacteria	Finished	Cupriavidus metallidurans CH34	Cupriavidus metallidurans CH34	DOE Joint Genome Institute (JGI)	637000230	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus metallidurans	266264	CH34	6913352	6430	NA
t637000190	Bacteria	Finished	Neisseria meningitidis Z2491	Neisseria meningitidis sv. A Z2491	Wellcome Trust Sanger Institute, Max Planck Institute	637000190	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	122587	Z2491	2184406	2227	NA
t641736152	Bacteria	Permanent Draft	Clostridium perfringens NCTC 8239	Clostridium perfringens NCTC 8239	J. Craig Venter Institute (JCVI)	641736152	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	451757	NCTC 8239	3324319	2925	NA
t649989976	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Neisseria mucosa C102	Broad Institute	649989976	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	435832	C102	2160730	2083	NA
t649989911	Bacteria	Permanent Draft	Bacillus sp. M3-13	Bacillus sp. M3-13	ANRT	649989911	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. m3-13	406124	m3-13	4137575	4493	NA
t647000294	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Prevotella sp. F0295	Baylor College of Medicine	647000294	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 472	619693	F0295	3571906	3140	NA
t642555118	Bacteria	Finished	Candidatus Phytoplasma mali AT	Candidatus Phytoplasma mali AT	Max Planck Institute	642555118	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma mali	37692	AT	601943	518	NA
t648276647	Bacteria	Permanent Draft	Escherichia coli genome sequencing - Broad Institute	Escherichia coli M605	Broad Institute	648276647	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	656417	M605	5446689	5515	NA
t637000166	Bacteria	Finished	Methylococcus capsulatus Bath	Methylococcus capsulatus Bath	J. Craig Venter Institute (JCVI)	637000166	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus	243233	Bath	3304561	3061	NA
t646564588	Bacteria	Finished	Waddlia chondrophila WSU 86-1044	Waddlia chondrophila WSU 86-1044	University of Lausanne	646564588	Chlamydiae	Chlamydiia	Parachlamydiales	Waddliaceae	Waddlia	Waddlia chondrophila	716544	WSU 86-1044	2131905	1999	NA
t650716084	Bacteria	Finished	Salmonella bongori NCTC 12419	Salmonella bongori NCTC 12419	Wellcome Trust Sanger Institute	650716084	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori	218493	NCTC 12419	4460105	3969	NA
t641736137	Bacteria	Permanent Draft	Clostridium botulinum NCTC 2916	Clostridium botulinum NCTC 2916	J. Craig Venter Institute (JCVI)	641736137	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	445335	NCTC 2916	4031357	3811	NA
t637000032	Bacteria	Finished	Bordetella bronchiseptica RB50	Bordetella bronchiseptica RB50	Wellcome Trust Sanger Institute	637000032	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	257310	RB50	5339179	5086	NA
t637000170	Bacteria	Finished	Mycobacterium leprae TN	Mycobacterium leprae TN	Wellcome Trust Sanger Institute, Institut Pasteur	637000170	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium leprae	272631	TN	3268203	2750	NA
t647533233	Bacteria	Permanent Draft	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus ATCC 27064	J. Craig Venter Institute (JCVI)	647533233	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces clavuligerus	443255	ATCC 27064	8556892	7381	NA
t643348529	Bacteria	Finished	Clostridium kluyveri NBRC 12016	Clostridium kluyveri NBRC 12016	ANRT	643348529	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri	583346	NBRC 12016	3955303	3604	NA
t648028060	Bacteria	Finished	DOEM_782007	Thermoanaerobacterium thermosaccharolyticum DSM 571	DOE Joint Genome Institute (JGI)	648028060	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium thermosaccharolyticum	580327	DSM 571	2785752	2830	NA
t647533226	Bacteria	Permanent Draft	Comparative analysis of Staphylococcus aureus	Staphylococcus aureus M876	Broad Institute	647533226	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	585158	M876	2791311	2667	NA
t649989997	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Selenomonas sp. oral taxon 137 F0430	J. Craig Venter Institute (JCVI)	649989997	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sp. oral taxon 137	879310	F0430	2475066	2468	NA
t637000224	Bacteria	Finished	Pseudomonas syringae B728a	Pseudomonas syringae pv. syringae B728a	DOE Joint Genome Institute (JGI)	637000224	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	205918	B728a	6093698	5245	NA
t650716060	Bacteria	Finished	Mycobacterium canettii CIPT 140010059	Mycobacterium canettii CIPT 140010059	Wellcome Trust Sanger Institute	650716060	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium canettii	1048245	CIPT 140010059	4482059	3909	NA
t641228476	Bacteria	Finished	Azorhizobium caulinodans ORS 571	Azorhizobium caulinodans ORS 571	University of Tokyo	641228476	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	Azorhizobium caulinodans	438753	ORS 571	5369772	4781	NA
t642979371	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Clostridium hiranonis TO-931 DSM 13275	Washington University in St. Louis	642979371	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified	[Clostridium] hiranonis	500633	DSM 13275	2423348	2302	NA
t2512047038	Bacteria	Finished	Dairy adaptation of African Streptococcus infantarius	Streptococcus infantarius infantarius CJ18	GATC-Biotech AG, Konstanz, Germany	2512047038	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius	1069533	CJ18	2008249	2045	NA
t2503707007	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Fluviicola taffensis RW262, DSM 16823	DOE Joint Genome Institute (JGI)	2503707007	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola taffensis	755732	RW262, DSM 16823	4633577	4131	NA
t647000324	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Staphylococcus epidermidis SK135	J. Craig Venter Institute (JCVI)	647000324	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	596317	SK135	2518045	2485	NA
t637000157	Bacteria	Finished	Caulobacter family	Maricaulis maris MCS10	DOE Joint Genome Institute (JGI)	637000157	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis	Maricaulis maris	394221	MCS10	3368780	3138	NA
t637000195	Bacteria	Finished	Nitrosomonas europaea	Nitrosomonas europaea ATCC 19718	DOE Joint Genome Institute (JGI)	637000195	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas europaea	228410	ATCC 19718	2812094	2630	NA
t638341124	Bacteria	Permanent Draft	Marinomonas sp. MED121	Marinomonas sp. MED121	J. Craig Venter Institute (JCVI)	638341124	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas sp. MED121	314277	MED121	5121076	4918	NA
t639857018	Bacteria	Permanent Draft	Oenococcus oeni ATCC BAA-1163	Oenococcus oeni ATCC BAA-1163	Genome Express, University of Burgundy, University of Bordeaux, Laboratoire de Microbiologie	639857018	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni	379360	ATCC BAA-1163	1753447	1720	NA
t640427107	Bacteria	Finished	Candidatus Vesicomyosocius okutanii HA	Candidatus Vesicomyosocius okutanii HA	Japan Agency for Marine-Earth Science and Technology	640427107	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	Calyptogena okutanii thioautotrophic gill symbiont	412965	HA	1022154	981	NA
t642979329	Bacteria	Permanent Draft	Pseudomonas syringae pv. tomato T1	Pseudomonas syringae pv. tomato T1	The Sainsbury Laboratory	642979329	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group genomosp. 3	546231	T1	6145942	5771	NA
t639633029	Bacteria	Finished	Lactic Acid Bacteria	Lactobacillus delbrueckii bulgaricus ATCC BAA-365	Fidelity Systems Inc, DOE Joint Genome Institute (JGI)	639633029	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	321956	ATCC BAA-365	1856951	1865	NA
t644736324	Bacteria	Finished	Aggregatibacter aphrophilus NJ8700	Aggregatibacter aphrophilus NJ8700	American Museum of Natural History	644736324	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	634176	NJ8700	2313035	2295	NA
t648276750	Bacteria	Finished	Streptomyces violaceusniger Tu 4133	Streptomyces violaceusniger Tu 4113	DOE Joint Genome Institute (JGI)	648276750	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceusniger	653045	Tu 4113	10988130	9557	NA
t650377945	Bacteria	Finished	Haemophilus influenzae R2846	Haemophilus influenzae R2846	University of Washington, Seattle Biomedical Research Institute	650377945	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	262727	R2846	1819370	1714	NA
t646311941	Bacteria	Finished	High-throughput genome sequencing of two Listeria monocytogenes clinical isolates during a large foodborne outbreak	Listeria monocytogenes 08-5578	National Microbiology Laboratory, Public Health Agency of Canada	646311941	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	653938	8/5578	3109342	3161	NA
t645058841	Bacteria	Permanent Draft	Brucella Genome Sequencing	Brucella abortus bv. 4 292	Broad Institute	645058841	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus	520452	292	3254713	3118	NA
t646311965	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Veillonella parvula Te3, DSM 2008	DOE Joint Genome Institute (JGI)	646311965	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	479436	Te3, DSM 2008	2132142	1923	NA
t2511231182	Bacteria	Finished	Arcobacter butzleri ED-1	Arcobacter butzleri ED-1	RIKEN	2511231182	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri	944546	ED-1	2256675	2226	NA
t641736227	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Anaerostipes caccae DSM 14662	Washington University in St. Louis	641736227	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	411490	DSM 14662	3605636	3845	NA
t646564577	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Syntrophothermus lipocalidus DSM 12680	DOE Joint Genome Institute (JGI)	646564577	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus	Syntrophothermus lipocalidus	643648	DSM 12680	2405559	2440	NA
t640069334	Bacteria	Finished	Streptococcus sanguinis SK36	Streptococcus sanguinis SK36	Commonwealth Biotechnologies, Inc	640069334	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis	388919	SK36	2388435	2367	NA
t650716081	Bacteria	Finished	Ramlibacter tataouinensis TTB310	Ramlibacter tataouinensis TTB310	Centre National de la Recherche Scientifique (CNRS)	650716081	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis	365046	TTB310	4070193	3926	NA
t638341029	Bacteria	Permanent Draft	Burkholderia Pathogen - TIGR	Burkholderia mallei FMH	J. Craig Venter Institute (JCVI)	638341029	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei	334802	FMH	5814647	4912	NA
t647000299	Bacteria	Permanent Draft	Pseudomonas aeruginosa PAb1	Pseudomonas aeruginosa PAb1	University of Maryland	647000299	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	509633	PAb1	6078600	6019	NA
